Date,Open,High,Low,Close
7/20/18,7466.58,7676.31,7272.01,7334.8
7/19/18,7378.55,7557.28,7285.37,7466.58
7/18/18,7322.78,7584.03,7241.19,7378.55
7/17/18,6729.22,7464.98,6657.66,7322.78
7/16/18,6347.99,6747.65,6334.47,6729.22
7/15/18,6250.02,6382.7,6233.14,6347.99
7/14/18,6210,6321.58,6185.19,6250.02
7/13/18,6249.75,6331.16,6128.32,6203.79
7/12/18,6380,6380,6075,6249.75
7/11/18,6299,6400,6287.54,6380
7/10/18,6666,6683.68,6262.94,6299
7/9/18,6700.88,6798.97,6620,6666
7/8/18,6754.14,6782.95,6669,6700.88
7/7/18,6587.45,6848.84,6510.17,6754.14
7/6/18,6529.47,6641.09,6451.31,6582.51
7/5/18,6583.72,6700,6446.68,6529.47
7/4/18,6508.36,6794.53,6313.27,6583.72
7/3/18,6615.13,6669.47,6463.17,6508.36
7/2/18,6345.53,6673.9,6267.68,6615.13
7/1/18,6389.01,6430.01,6254.23,6345.53
6/30/18,6202.49,6531.61,6193.28,6389.01
6/29/18,5850.13,6600,5785.17,6202.49
6/28/18,6135.8,6158.1,5825.26,5850.13
6/27/18,6060.01,6177.31,5987.01,6135.8
6/26/18,6242.53,6275,6051.01,6060.01
6/25/18,6149.99,6349.46,6075.19,6242.53
6/24/18,6172.55,6254.16,5768.4,6149.99
6/23/18,6073.38,6259.09,6031.03,6172.55
6/22/18,6717.88,6730,5940.05,6076.88
6/21/18,6758.31,6785.87,6685.18,6717.88
6/20/18,6740.96,6815.21,6550.59,6758.31
6/19/18,6711.16,6831,6665.13,6740.96
6/18/18,6444.35,6800,6380.41,6711.16
6/17/18,6486.86,6574.34,6430.77,6444.35
6/16/18,6388.98,6550,6333.98,6486.86
6/15/18,6639.66,6664.53,6365.52,6388.98
6/14/18,6297.7,6711.42,6280.01,6639.66
6/13/18,6550,6619.84,6122.94,6297.7
6/12/18,6878,6879.99,6444.03,6550
6/11/18,6770,6913.59,6646.19,6878
6/10/18,7501.64,7501.64,6630.5,6770
6/9/18,7647.19,7684.22,7457.5,7501.64
6/8/18,7691.26,7695,7539.97,7647.08
6/7/18,7657.92,7745,7635.89,7691.26
6/6/18,7610,7694.92,7480.79,7657.92
6/5/18,7500,7677.03,7341.73,7610
6/4/18,7709.99,7754.96,7447.02,7500
6/3/18,7643.52,7790.91,7587.53,7709.99
6/2/18,7521.01,7698.92,7441,7643.52
6/1/18,7484.84,7616.63,7356.08,7521.01
5/31/18,7387.88,7616.63,7340,7484.84
5/30/18,7460,7567.72,7268.76,7387.88
5/29/18,7098.11,7531.21,7055.94,7460
5/28/18,7349.12,7445.89,7076.6,7098.11
5/27/18,7333.2,7400,7208.1,7349.12
