Date,Open,High,Low,Close
2/2/19,3441.87,3484.99,3412.18,3469.06
2/1/19,3412.1,3458.18,3370.61,3441.87
1/31/19,3436.11,3472,3394.43,3412.1
1/30/19,3395.49,3459.5,3372.28,3436.11
1/29/19,3429.7,3437.93,3321,3395.49
1/28/19,3529.63,3535.18,3369.99,3429.7
1/27/19,3558.19,3563.54,3472.94,3529.63
1/26/19,3561,3659.38,3540.12,3558.19
1/25/19,3570.25,3578,3510,3561
1/24/19,3553.02,3596.65,3528.54,3570.25
1/23/19,3577.24,3611.57,3523.34,3553.02
1/22/19,3532.25,3611.63,3423.74,3577.24
1/21/19,3533.49,3568.78,3487.29,3532.25
1/20/19,3687,3702.09,3474,3533.49
1/19/19,3608,3760,3608,3687
1/18/19,3641.4,3643.69,3577.28,3608
1/17/19,3604.57,3657.79,3545.43,3641.4
1/16/19,3583.47,3663.58,3571.47,3604.57
1/15/19,3662.89,3682.59,3541,3583.47
1/14/19,3514.08,3713.16,3506.84,3662.89
1/13/19,3618.82,3644.54,3484.33,3514.08
1/12/19,3637.28,3650,3561.5,3618.82
1/11/19,3626.76,3695,3577.01,3637.28
1/10/19,4000.67,4034.61,3566,3626.76
1/9/19,3992.24,4044.82,3964.92,4000.67
1/8/19,4007.47,4112.12,3950,3992.24
1/7/19,4041.01,4069.96,3968.45,4007.47
1/6/19,3797.41,4079.04,3756.79,4041.01
1/5/19,3821.47,3859.5,3780,3797.41
1/4/19,3786.91,3850.3,3732.15,3821.47
1/3/19,3890.45,3894.17,3760.1,3786.91
1/2/19,3823.63,3911.99,3763.85,3890.45
1/1/19,3692.35,3840.85,3577.18,3823.63
12/31/18,3826.96,3837.91,3621.93,3692.35
12/30/18,3729.57,3864.93,3691.01,3826.96
12/29/18,3889.2,3937.21,3700,3729.57
12/28/18,3588.67,3965.23,3576.04,3889.2
12/27/18,3808.85,3842.27,3567.86,3588.67
12/26/18,3777.97,3863.82,3688.04,3808.85
12/25/18,4036,4046.24,3680,3777.97
12/24/18,3948.58,4238.33,3945.32,4036
12/23/18,3979.35,4053.04,3910,3948.58
12/22/18,3839.06,4005,3790.27,3979.35
12/21/18,4077.29,4163.66,3773.13,3839.06
12/20/18,3683.97,4200,3663.29,4077.29
12/19/18,3667.82,3922.6,3644.26,3683.97
12/18/18,3502.84,3681.1,3432.38,3667.82
12/17/18,3193,3584.99,3183.07,3502.84
12/16/18,3184.06,3263.05,3175,3193
12/15/18,3195.43,3241,3126.88,3184.06
12/14/18,3265.44,3295.5,3136.46,3195.43
12/13/18,3431.89,3439.52,3225.39,3265.44
12/12/18,3347.11,3486,3325.11,3431.89
12/11/18,3411.6,3426.68,3295.01,3356.01
12/10/18,3529.66,3591.53,3357.56,3411.6
12/9/18,3394.5,3641.28,3373.71,3529.66
12/8/18,3377.83,3459,3254.62,3394.5
12/7/18,3436.54,3536.36,3209.71,3377.83
12/6/18,3691.92,3846.62,3420.65,3436.54
12/5/18,3903.94,3916.74,3667.19,3691.92
12/4/18,3835.01,4034.99,3730.52,3903.94
12/3/18,4101.25,4119.39,3750,3835.01
12/2/18,4141.59,4261.6,4037.62,4101.25
12/1/18,3970,4250,3911.47,4141.59
11/30/18,4240.53,4295.09,3851,3984.01
11/29/18,4223.69,4407.45,4085.49,4240.53
11/28/18,3771.43,4350,3771.43,4223.69
11/27/18,3730.44,3829.26,3565,3771.43
11/26/18,3933.57,4075.96,3518.6,3730.44
11/25/18,3789.99,4116.92,3473,3933.57
11/24/18,4288.25,4371.46,3650,3789.99
11/23/18,4263.29,4371.16,4086.83,4288.25
11/22/18,4546.67,4596.33,4237.01,4263.29
11/21/18,4355.22,4643.54,4242.49,4546.67
11/20/18,4733.82,4896.54,4044.71,4355.22
11/19/18,5560.42,5560.42,4673.86,4733.82
11/18/18,5503.64,5658.15,5503.64,5560.42
11/17/18,5515.77,5544.33,5455.09,5503.64
11/16/18,5572.71,5608.35,5412.48,5515.77
11/15/18,5606.38,5648.04,5200,5572.71
11/14/18,6258.26,6297.66,5290,5606.38
11/13/18,6326.27,6326.4,6250,6258.26
11/12/18,6360.98,6382.25,6300,6326.27
11/11/18,6350.23,6364.97,6275,6360.98
11/10/18,6335,6369.99,6332.6,6350.23
11/9/18,6405.88,6429.68,6312,6335
11/8/18,6501.5,6512,6393.84,6405.88
11/7/18,6448.41,6540,6445.5,6501.5
11/6/18,6403.38,6449,6384.75,6448.41
11/5/18,6425.09,6440.41,6368.49,6403.38
11/4/18,6332.46,6453.22,6320.01,6425.09
11/3/18,6350.98,6350.98,6318.11,6332.46
11/2/18,6344.3,6380,6330,6350.98
11/1/18,6305.58,6359.29,6281.91,6344.3
10/31/18,6270.43,6346.94,6200,6305.58
10/30/18,6263.67,6287.56,6238.94,6270.43
10/29/18,6404.8,6414.12,6200,6263.67
10/28/18,6410.01,6418.97,6387.64,6404.8
10/27/18,6401.09,6425,6388.06,6410.01
10/26/18,6389.7,6450,6375,6401.09
10/25/18,6412,6423.5,6358.82,6389.7
10/24/18,6395.25,6465.68,6390.07,6412
10/23/18,6407.43,6418,6350.1,6395.25
10/22/18,6412.64,6426.24,6371.09,6407.43
10/21/18,6413.23,6463.98,6404.99,6412.64
10/20/18,6386.29,6421.68,6380.5,6413.23
10/19/18,6391.01,6410.02,6342.01,6386.29
10/18/18,6439,6487.77,6350.92,6391.01
10/17/18,6456.48,6459.94,6406.98,6439
10/16/18,6437.66,6437.66,6428.43,6428.43
10/15/18,6181.54,6769,6152,6437.66
10/14/18,6195,6295.08,6149.88,6181.54
10/13/18,6202.22,6245.97,6180.27,6195
10/12/18,6153.83,6250.53,6112.01,6202.22
10/11/18,6529.75,6529.75,6026.09,6153.83
10/10/18,6593.48,6593.48,6450,6529.75
10/9/18,6600,6616.33,6546,6593.48
10/8/18,6573.17,6655,6538.14,6600
10/7/18,6545.49,6589.98,6499.01,6573.17
10/6/18,6581.37,6585.07,6530.34,6545.49
10/5/18,6549.03,6638,6515,6581.37
10/4/18,6465.97,6600,6455.91,6549.03
10/3/18,6498.88,6509.99,6396.39,6465.97
10/2/18,6573.94,6594.98,6450,6498.88
10/1/18,6597.94,6639.05,6482.05,6573.94
9/30/18,6580.22,6644.01,6525,6597.94
9/29/18,6621.37,6621.37,6457.1,6580.22
9/28/18,6682.87,6793.49,6532.29,6621.37
9/27/18,6455.44,6732.99,6425.84,6682.87
9/26/18,6433.42,6536.33,6381.46,6455.44
9/25/18,6577.78,6577.78,6329.17,6433.42
9/24/18,6702.64,6717.4,6559.59,6577.78
9/23/18,6710.26,6764.72,6666.67,6702.64
9/22/18,6759.51,6818.23,6630,6710.26
9/21/18,6495.87,6778,6492.41,6759.51
9/20/18,6383.42,6535.89,6338.65,6495.87
9/19/18,6339.92,6518.24,6107.74,6383.42
9/18/18,6251.56,6384.29,6230.5,6339.92
9/17/18,6498.37,6529.99,6209.01,6251.56
9/16/18,6530.08,6530.08,6357.9,6498.37
9/15/18,6523.38,6566.47,6469,6530.08
9/14/18,6485,6581.04,6389.25,6523.38
9/13/18,6324.13,6529.99,6324.13,6485
9/12/18,6278.84,6347.51,6200,6324.13
9/11/18,6300,6418.71,6165.44,6278.84
9/10/18,6243.21,6371.76,6226.31,6300
9/9/18,6185.27,6463.07,6140.01,6243.21
9/8/18,6395.85,6460.68,6120,6185.27
9/7/18,6496.37,6529.99,6320.71,6395.85
9/6/18,6688.01,6702.32,6226,6496.37
9/5/18,7354.92,7380.53,6666,6688.01
9/4/18,7252.41,7409.27,7215.02,7354.92
9/3/18,7284.57,7325,7170.7,7252.41
9/2/18,7196.18,7330.99,7129.56,7284.57
9/1/18,7017.1,7250,7015.67,7196.18
8/31/18,6977.96,7088.22,6880,7017.1
8/30/18,7033.83,7049.99,6795.7,6977.96
8/29/18,7075.1,7119.5,6908.92,7033.83
8/28/18,6909,7125,6866.78,7075.1
8/27/18,6706.31,6938.83,6653.82,6909
8/26/18,6730.95,6767.99,6571,6706.31
8/25/18,6692,6788.88,6669.7,6730.95
8/24/18,6524.17,6728.46,6450.01,6692
8/23/18,6350,6570.85,6347.73,6524.17
8/22/18,6476.53,6900,6251,6350
8/21/18,6258.36,6493,6250,6476.53
8/20/18,6491.5,6524.06,6232.21,6258.36
8/19/18,6389.99,6552.23,6317.73,6491.5
8/18/18,6580.76,6619.79,6300,6389.99
8/17/18,6313.83,6580.76,6292.36,6580.76
8/16/18,6269.74,6475,6210.04,6313.83
8/15/18,6196.17,6623.09,6187.68,6269.74
8/14/18,6257.31,6262.44,5886,6196.17
8/13/18,6318.21,6546.29,6150,6257.31
8/12/18,6091.87,6091.87,6091.87,6091.87
8/11/18,6109.19,6208,6013.61,6091.87
8/10/18,6540.47,6588.97,6010.5,6109.19
8/9/18,6274.5,6626.62,6195.01,6540.47
8/8/18,6720.18,6720.18,6104.82,6274.5
8/7/18,6931.59,7148.53,6670.5,6720.18
8/6/18,7032.06,7184,6835,6931.59
8/5/18,7014.55,7084.95,6891,7032.06
8/4/18,7413.7,7485,6930.37,7014.55
8/3/18,7536,7536.01,7291.5,7413.7
8/2/18,7602.14,7706.7,7456.52,7536
8/1/18,7725.05,7751.28,7431,7602.14
7/31/18,8166.86,8184.07,7640.33,7725.05
7/30/18,8216.06,8274.97,7849.54,8166.86
7/29/18,8234.98,8280,8120.34,8216.06
7/28/18,8192.21,8234.98,8055.67,8234.98
7/27/18,7926.36,8269.62,7795,8192.21
7/26/18,8160,8290,7843.05,7926.36
7/25/18,8400.73,8480,8039.99,8160
7/24/18,7713.62,8480,7700,8400.73
7/23/18,7400.37,7810,7378.89,7713.62
7/22/18,7408.79,7567.8,7333.98,7400.37
7/21/18,7334.8,7459.81,7214.96,7408.79
